MAGs
after_final_contigs_metabinner_111
all_final_contigs_concoct_323_sub
before_final_contigs_concoct_170_sub
Co22_flye_high_cov_concoct_71_sub
after_final_contigs_taxvamb_42_sub
all_final_contigs_concoct_354_sub
before_final_contigs_concoct_185_sub
all_final_contigs_concoct_163_sub
all_final_contigs_concoct_52_sub
before_final_contigs_concoct_213
P2_contigs_concoct_187_sub
all_final_contigs_concoct_1_sub
all_final_contigs_concoct_74_sub
before_final_contigs_concoct_243_sub
P2_contigs_concoct_213_sub
all_final_contigs_concoct_201_sub
all_final_contigs_concoct_77_sub
before_final_contigs_concoct_3_sub
P2_contigs_concoct_46
all_final_contigs_concoct_251_sub
all_final_contigs_metabat_223_sub
before_final_contigs_concoct_68_sub
P2_contigs_concoct_81_sub
all_final_contigs_concoct_264_sub
all_final_contigs_rosella_145_sub
before_final_contigs_rosella_71_sub
P2_contigs_metabat_23_sub
all_final_contigs_concoct_295_sub
before_final_contigs_concoct_119
Co22_flye_high_cov_comebin_44_sub
all_final_contigs_concoct_305_sub
before_final_contigs_concoct_169_sub
Co22_flye_high_cov_concoct_166_sub
