"Virus","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"Sentinel_2_S2_274181_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_387458_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_388374_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_870943_extended_partial","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"Sentinel_2_S2_40181_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_929226_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_8043_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_396463_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"Sentinel_2_S2_649313_extended_partial","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
"Sentinel_2_S2_578172_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_942043_extended_partial","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"Sentinel_2_S2_11057_extended_partial","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"Sentinel_2_S2_385507_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_417736_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_707183_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_69090_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_33699_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_87588_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_707191_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_456384_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_187550_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_741606_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_534197_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_432803_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_487699_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_461405_extended_partial","Viruses","Riboviria","Riboviria Realm","Riboviria Realm","Riboviria Realm","Riboviria Realm","Riboviria Realm"
"Sentinel_2_S2_564842_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_903935_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_617372_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Autographiviridae"
"Sentinel_2_S2_9722_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_682212_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_645898_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_69373_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_788906_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_946845_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_273602_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_229711_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_2_S2_2709_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_18_S18_348380_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_580660_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_937180_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_388091_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_185160_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_1046200_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_216754_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_77939_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_84938_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_6_S6_323683_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_14_S14_245876_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_22_S22_423998_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_22_S22_395798_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_22_S22_366894_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_22_S22_478029_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_22_S22_317499_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_22_S22_678434_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_863286_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_925394_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_355332_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Autographiviridae"
"Sentinel_12_S12_550965_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_446645_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_948155_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_38410_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_515768_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_397403_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_12_S12_943165_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Autographiviridae"
"Sentinel_7_S7_1057034_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_317166_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_156015_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_836999_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_127324_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_294417_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"Sentinel_7_S7_525206_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_610606_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_254321_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_7_S7_85554_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"Sentinel_8_S8_469266_extended_circular","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_8_S8_513653_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_8_S8_801980_extended_partial","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Imitervirales Order"
"Sentinel_8_S8_187156_extended_partial","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"Sentinel_8_S8_439587_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Kyanoviridae"
"Sentinel_8_S8_160329_extended_partial","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Nucleocytoviricota Phylum","Nucleocytoviricota Phylum","Nucleocytoviricota Phylum"
"Sentinel_8_S8_265955_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_8_S8_69094_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_15_S15_211738_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_15_S15_210564_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_15_S15_203450_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_15_S15_457376_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_15_S15_256517_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"Sentinel_15_S15_204010_extended_partial","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"RNA_3_S1_47684","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"RNA_3_S1_24852","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_4_S2_132221","Viruses","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae"
"RNA_16_S8_34236","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_16_S8_21304","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_16_S8_31015","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae"
"RNA_16_S8_4439","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae"
"RNA_16_S8_14065","Viruses","Monodnaviria","Shotokuvirae","Cressdnaviricota","Arfiviricetes","Mulpavirales","Nanoviridae"
"RNA_16_S8_55964","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodamuvirales Order"
"RNA_16_S8_6894","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_16_S8_54467","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_16_S8_48746","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_16_S8_8988","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
"RNA_16_S8_14773","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae"
"RNA_16_S8_26280","Viruses","Riboviria","Riboviria Realm","Riboviria Realm","Riboviria Realm","Riboviria Realm","Riboviria Realm"
"RNA_11_S6_46434","Viruses","Riboviria","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Endornaviridae"
"RNA_13_S11_37411","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"RNA_13_S11_44640","Viruses","Riboviria","Orthornavirae","Orthornavirae Kingdom","Orthornavirae Kingdom","Orthornavirae Kingdom","Orthornavirae Kingdom"
"RNA_13_S11_47806","Viruses","Riboviria","Orthornavirae","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Ghabrivirales Order"
